1,00000000	0,00000000
0,99975328	0,00005820
0,99901336	0,00023266
0,99778098	0,00052287
0,99605735	0,00092802
0,99384417	0,00144700
0,99114363	0,00207837
0,98795838	0,00282040
0,98429158	0,00367106
0,98014684	0,00462806
0,97552826	0,00568886
0,97044038	0,00685064
0,96488824	0,00811038
0,95887731	0,00946486
0,95241353	0,01091064
0,94550326	0,01244412
0,93815334	0,01406155
0,93037101	0,01575903
0,92216396	0,01753254
0,91354029	0,01937796
0,90450850	0,02129107
0,89507751	0,02326758
0,88525662	0,02530313
0,87505553	0,02739331
0,86448431	0,02953365
0,85355339	0,03171966
0,84227355	0,03394679
0,83065593	0,03621048
0,81871199	0,03850613
0,80645353	0,04082911
0,79389263	0,04317477
0,78104169	0,04553840
0,76791340	0,04791527
0,75452071	0,05030061
0,74087684	0,05268958
0,72699525	0,05507730
0,71288965	0,05745881
0,69857395	0,05982910
0,68406228	0,06218306
0,66936896	0,06451552
0,65450850	0,06682121
0,63949555	0,06909477
0,62434494	0,07133076
0,60907162	0,07352362
0,59369066	0,07566774
0,57821723	0,07775740
0,56266662	0,07978679
0,54705416	0,08175007
0,53139526	0,08364130
0,51570538	0,08545453
0,50000000	0,08718375
0,48429462	0,08882299
0,46860474	0,09036624
0,45294584	0,09180758
0,43733338	0,09314113
0,42178277	0,09436111
0,40630934	0,09546186
0,39092838	0,09643788
0,37565506	0,09728388
0,36050445	0,09799475
0,34549150	0,09856566
0,33063104	0,09899208
0,31593772	0,09926976
0,30142605	0,09939483
0,28711035	0,09936380
0,27300475	0,09917357
0,25912316	0,09882147
0,24547929	0,09830530
0,23208660	0,09762331
0,21895831	0,09677426
0,20610737	0,09575739
0,19354647	0,09457244
0,18128801	0,09321968
0,16934407	0,09169985
0,15772645	0,09001421
0,14644661	0,08816451
0,13551569	0,08615296
0,12494447	0,08398222
0,11474338	0,08165538
0,10492249	0,07917592
0,09549150	0,07654769
0,08645971	0,07377485
0,07783604	0,07086185
0,06962899	0,06781340
0,06184666	0,06463437
0,05449674	0,06132980
0,04758647	0,05790483
0,04112269	0,05436463
0,03511176	0,05071438
0,02955962	0,04695921
0,02447174	0,04310413
0,01985316	0,03915401
0,01570842	0,03511353
0,01204162	0,03098710
0,00885637	0,02677888
0,00615583	0,02249269
0,00394265	0,01813200
0,00221902	0,01369992
0,00098664	0,00919912
0,00024672	0,00463188
0,00000000	0,00000000
0,00024672	-0,00463188
0,00098664	-0,00919912
0,00221902	-0,01369992
0,00394265	-0,01813200
0,00615583	-0,02249269
0,00885637	-0,02677888
0,01204162	-0,03098710
0,01570842	-0,03511353
0,01985316	-0,03915401
0,02447174	-0,04310413
0,02955962	-0,04695921
0,03511176	-0,05071438
0,04112269	-0,05436463
0,04758647	-0,05790483
0,05449674	-0,06132980
0,06184666	-0,06463437
0,06962899	-0,06781340
0,07783604	-0,07086185
0,08645971	-0,07377485
0,09549150	-0,07654769
0,10492249	-0,07917592
0,11474338	-0,08165538
0,12494447	-0,08398222
0,13551569	-0,08615296
0,14644661	-0,08816451
0,15772645	-0,09001421
0,16934407	-0,09169985
0,18128801	-0,09321968
0,19354647	-0,09457244
0,20610737	-0,09575739
0,21895831	-0,09677426
0,23208660	-0,09762331
0,24547929	-0,09830530
0,25912316	-0,09882147
0,27300475	-0,09917357
0,28711035	-0,09936380
0,30142605	-0,09939483
0,31593772	-0,09926976
0,33063104	-0,09899208
0,34549150	-0,09856566
0,36050445	-0,09799475
0,37565506	-0,09728388
0,39092838	-0,09643788
0,40630934	-0,09546186
0,42178277	-0,09436111
0,43733338	-0,09314113
0,45294584	-0,09180758
0,46860474	-0,09036624
0,48429462	-0,08882299
0,50000000	-0,08718375
0,51570538	-0,08545453
0,53139526	-0,08364130
0,54705416	-0,08175007
0,56266662	-0,07978679
0,57821723	-0,07775740
0,59369066	-0,07566774
0,60907162	-0,07352362
0,62434494	-0,07133076
0,63949555	-0,06909477
0,65450850	-0,06682121
0,66936896	-0,06451552
0,68406228	-0,06218306
0,69857395	-0,05982910
0,71288965	-0,05745881
0,72699525	-0,05507730
0,74087684	-0,05268958
0,75452071	-0,05030061
0,76791340	-0,04791527
0,78104169	-0,04553840
0,79389263	-0,04317477
0,80645353	-0,04082911
0,81871199	-0,03850613
0,83065593	-0,03621048
0,84227355	-0,03394679
0,85355339	-0,03171966
0,86448431	-0,02953365
0,87505553	-0,02739331
0,88525662	-0,02530313
0,89507751	-0,02326758
0,90450850	-0,02129107
0,91354029	-0,01937796
0,92216396	-0,01753254
0,93037101	-0,01575903
0,93815334	-0,01406155
0,94550326	-0,01244412
0,95241353	-0,01091064
0,95887731	-0,00946486
0,96488824	-0,00811038
0,97044038	-0,00685064
0,97552826	-0,00568886
0,98014684	-0,00462806
0,98429158	-0,00367106
0,98795838	-0,00282040
0,99114363	-0,00207837
0,99384417	-0,00144700
0,99605735	-0,00092802
0,99778098	-0,00052287
0,99901336	-0,00023266
0,99975328	-0,00005820
1,00000000	0,00000000

