time(s), awa_raw (rad), awa_filtered (rad), true heading (rad)
13.199842,1.78023588657379,1.77156260334813,0.370240211486816
13.399874,1.78023588657379,1.77222509262211,0.37019157409668
13.599814,1.78023588657379,1.77282855603563,0.377033710479736
13.799803,1.78023588657379,1.77339150884309,0.383822441101074
13.999777,1.78315909733933,1.77420822737483,0.386368274688721
14.199834,1.79627522482318,1.77600272181543,0.390993595123291
14.399823,1.80938627894646,1.77880592041032,0.391107082366943
14.599798,1.80779006462009,1.78083150972347,0.391053676605225
14.799777,1.79468160360131,1.78182216248258,0.39144229888916
14.999761,1.78157080388617,1.78170091386089,0.394949913024902
15.199819,1.76845532979054,1.78041246491482,0.389904499053955
15.399807,1.77765968554429,1.78056057790314,0.383468627929688
15.599784,1.79768919944763,1.78187271059898,0.378318786621094
15.79977,1.79768919944763,1.78308194494531,0.38112735748291
15.999756,1.79768919944763,1.78418206868821,0.377773761749268
16.199804,1.8052115506796,1.78596068459411,0.366705894470215
16.399834,1.81195981969129,1.78787790154221,0.358609676361084
16.599775,1.79885188826046,1.7886284277338,0.349628448486328
16.799925,1.82160277672703,1.79170187089772,0.34629487991333
16.999739,1.82499382067951,1.79404479466645,0.34202241897583
17.199787,1.82166983799727,1.79631346421168,0.339131832122803
17.399825,1.84789951203376,1.80042676680846,0.332419395446777
17.599759,1.85004901885986,1.80416065233505,0.319425106048584
17.799736,1.85004901885986,1.80764428560502,0.304080486297607
17.99972,1.84336342717179,1.81022167764575,0.291840076446533
18.19978,1.81713086841926,1.81059865919816,0.280051708221436
18.399808,1.81514251232147,1.81094079552752,0.272167205810547
18.599741,1.81514251232147,1.81125976082355,0.260642528533936
18.799719,1.82885150265852,1.81292711843396,0.25462818145752
18.999712,1.88129716909839,1.81844285642817,0.25169038772583
19.199763,1.92155687436664,1.8270963926129,0.251273155212402
19.399792,1.93731546401978,1.83545392079971,0.248790740966797
19.599726,1.93731546401978,1.84323911756261,0.252631664276123
19.799713,1.93731546401978,1.85044148910478,0.251016616821289
19.999697,1.93731546401978,1.85697296973563,0.249310970306396
20.199746,1.93731546401978,1.86306900774958,0.246819972991943
20.399776,1.94091811405267,1.86910845037366,0.249336242675781
20.599716,1.95402593068826,1.87567120192584,0.25397777557373
20.799697,1.95476877689362,1.88161648091923,0.258109092712402
20.999673,1.93872680733442,1.88556182398506,0.263226509094238
21.199731,1.90881191037306,1.88708230145694,0.272296905517578
21.399769,1.86946741274721,1.88557938387408,0.281598091125488
21.599703,1.84259737808066,1.8817306442239,0.28352165222168
21.799682,1.81638067107824,1.87638470603267,0.289688110351563
21.999665,1.79768919944763,1.87036894651529,0.298490524291992
22.199722,1.79768919944763,1.86479045572293,0.305984020233154
22.399752,1.785149908299,1.85849409174751,0.322489738464355
22.599683,1.78842656863281,1.85338131525995,0.337804317474365
22.799672,1.79768919944763,1.84912295454185,0.340748310089111
22.999647,1.79768919944763,1.84517328673854,0.342299461364746
23.199633,1.79768919944763,1.84160353873412,0.348578453063965
23.399736,1.81425092863433,1.83992669301113,0.350620269775391
23.599668,1.83653015408726,1.8397595431033,0.351040363311768
23.799656,1.84963768001589,1.84055007588309,0.34720516204834
23.99963,1.85004901885986,1.84126416006732,0.349170207977295
24.199616,1.84169241837802,1.84109480207302,0.348526954650879
24.399717,1.82857364960779,1.84004222933633,0.338189601898193
24.59966,1.81546558705898,1.83812824753761,0.331589221954346
24.799638,1.84071170729933,1.83895776690069,0.325475692749023
24.999613,1.85004901885986,1.83979875636827,0.323922634124756
25.199609,1.85414773656433,1.84099244660485,0.318290710449219
25.399711,1.86726612444181,1.84303275787271,0.315377712249756
25.599634,1.85463120926546,1.84358417523544,0.317867755889893
25.799621,1.85004901885986,1.8440742837281,0.317173957824707
25.999605,1.84586680335972,1.84411275266441,0.313992023468018
26.199591,1.83275527257102,1.84322634647935,0.312174797058105
26.399695,1.8455547687172,1.84372295269535,0.318933963775635
26.599627,1.85866202877538,1.84506368945292,0.324886798858643
26.799614,1.85896274052565,1.84592484509199,0.328980922698975
26.99959,1.83274749857083,1.84489877546027,0.331589221954346
27.199568,1.80652701032902,1.84136842255375,0.330059051513672
27.399677,1.79768919944763,1.83805623468342,0.330615043640137
27.599612,1.79768919944763,1.83497238510107,0.332200527191162
27.79959,1.79771240719258,1.83210396901175,0.331717491149902
27.999574,1.83704442130602,1.83345194205627,0.333518505096436
28.199559,1.84127269325285,1.83383212901543,0.3328537940979
28.399661,1.83259582519531,1.83373758833831,0.333382606506348
28.599595,1.83240351627248,1.83363036823428,0.331980228424072
28.79958,1.80618749723181,1.83092994167096,0.326446533203125
28.999567,1.7888282776804,1.82752600186194,0.319236755371094
29.199543,1.78475371979785,1.82436534225049,0.316578388214111
29.399647,1.79805530013952,1.82234674132068,0.320009231567383
29.599587,1.82427241057528,1.82311726347892,0.327731132507324
29.799566,1.82364917617636,1.82294052373726,0.33309268951416
29.999542,1.82434522497852,1.82326515924182,0.336087703704834
30.199528,1.8503079220368,1.82535324354801,0.335795402526855
30.399638,1.86342747502158,1.82852559059954,0.329801559448242
30.599571,1.85846964704803,1.8305737335519,0.322006225585938
30.799553,1.85004901885986,1.83206116805578,0.316929817199707
30.999533,1.85004901885986,1.83344569157215,0.315550804138184
31.199519,1.85004901885986,1.83469535289952,0.31348705291748
31.399624,1.86828904265349,1.83768212831125,0.309125900268555
31.599556,1.89450174417782,1.84224362740644,0.301541805267334
31.799541,1.91900658789731,1.84812721630477,0.299231052398682
31.999518,1.89278580780429,1.85089999788235,0.295773506164551
32.199504,1.89415178489388,1.85439760193141,0.292126178741455
32.399607,1.89754729893653,1.85757889321247,0.290939807891846
32.59954,1.88547127134393,1.85973679671447,0.29551887512207
32.799525,1.89857888706478,1.86295031700601,0.301186084747314
32.999502,1.92096844210418,1.86779086557643,0.308846950531006
33.199487,1.93731546401978,1.87309597070667,0.307778835296631
33.399587,1.93671276163725,1.87797772135829,0.3057541847229
33.59953,1.92360429623222,1.88113379985989,0.301547050476074
33.799508,1.90112995149005,1.88219139757622,0.312435626983643
33.999485,1.87993451874405,1.88190023586295,0.32946252822876
34.199478,1.86614414986704,1.88065656587298,0.336575031280518
34.399581,1.83990585424384,1.87703083318776,0.341689109802246
34.599506,1.8420477235887,1.87461432555917,0.348943710327148
34.799491,1.84494064555617,1.87222897755016,0.354718685150146
34.999477,1.8310686996541,1.86902843843675,0.357059955596924
35.199463,1.80484703497783,1.86364927768863,0.360341548919678
35.399566,1.78814957866769,1.85770556794489,0.364442348480225
35.599498,1.78023588657379,1.85179953857499,0.370828628540039
35.799485,1.7793839715304,1.84621321881072,0.3854660987854
35.999459,1.76627727366252,1.83992254598441,0.39146089553833
36.199437,1.75316738890499,1.83313166611603,0.395694255828857
36.399548,1.74532926082611,1.82643462769565,0.396708965301514
36.59948,1.74345920152108,1.82001738142127,0.395299911499023
36.799468,1.71724376479782,1.81175435798898,0.397299766540527
36.999444,1.71042275428772,1.80409908170637,0.39522123336792
37.199429,1.71577989126475,1.7974947840253,0.394854068756104
37.399531,1.7309431141086,1.79244830534762,0.396398067474365
37.599463,1.77026499060538,1.7915257483616,0.392541885375977
37.799449,1.79002102862585,1.79165054488131,0.385239124298096
37.999428,1.79768919944763,1.79211112733434,0.372579574584961
38.199411,1.79878729246118,1.79264985936938,0.356165885925293
38.399481,1.81190422297773,1.79435083432848,0.345610618591309
38.599447,1.82501400134508,1.79690974762521,0.338324069976807
38.799436,1.83259582519531,1.79963067301174,0.332046985626221
38.999421,1.83023076109773,1.8019274932154,0.328628063201904
39.199405,1.80400827518034,1.80160689405529,0.327153205871582
39.399456,1.78773347571336,1.80031499726134,0.313917636871338
39.599431,1.78584873195316,1.79934531313916,0.295913219451904
39.799426,1.80150299219656,1.79959940381058,0.277303695678711
39.999403,1.84082402913988,1.80341463998602,0.261798858642578
40.199381,1.8801526794062,1.8099434304817,0.248811721801758
40.399491,1.90810943810673,1.81755792591218,0.246284008026123
40.599423,1.92257162652922,1.8256775190556,0.242990016937256
40.799402,1.94878548972142,1.83542777673627,0.234586715698242
40.999388,1.98512558274908,1.84744521606743,0.230834484100342
41.199372,2.00712871551514,1.85957865985753,0.222076892852783
41.399473,2.00712871551514,1.87089059725552,0.211450099945068
41.599407,2.00712871551514,1.88118376833482,0.200682640075684
41.799393,1.99692392130052,1.88966595387551,0.200917720794678
41.999378,1.9896754026413,1.89727793617902,0.201729774475098
42.199355,1.991193341416,1.90452006544318,0.208559036254883
42.399459,2.00431240246954,1.9122904495336,0.211792469024658
42.599391,2.02771111726685,1.92149561059449,0.218917369842529
42.799376,2.05392986345186,1.93184532570062,0.22077751159668
42.999362,2.07533994976496,1.94279968823727,0.223099708557129
43.199339,2.0622289776876,1.95163170683624,0.225460052490234
43.399441,2.03873231903579,1.95770314947833,0.2337646484375
43.599382,2.01854898243832,1.96219227823459,0.235322952270508
43.79936,2.00543855832038,1.96547371682324,0.247759342193604
43.999346,1.99233087705653,1.96730893419492,0.268017292022705
44.19933,1.96876638285601,1.96690726694362,0.283101558685303
44.399434,1.95476877689362,1.96598203658608,0.298873424530029
44.599367,1.9565429602071,1.96529860885063,0.311704158782959
44.799344,1.969650051584,1.96582393456285,0.320241451263428
44.999331,1.97222208976746,1.96630708334622,0.323245525360107
45.199316,1.94123906646184,1.96366142299861,0.327768325805664
45.399417,1.88123230091442,1.95724852437346,0.327256679534912
45.59935,1.85501758546574,1.94912261066579,0.333564758300781
45.799337,1.81817547333572,1.93848234415189,0.340369701385498
45.999323,1.78512770225729,1.926542282456,0.351555824279785
46.1993,1.76278257369995,1.91401399078542,0.364652156829834
46.3994,1.76278257369995,1.90255152121066,0.377718925476074
46.599333,1.76278257369995,1.89202780334972,0.381672859191895
46.79933,1.75641505408222,1.88157522710697,0.384292125701904
46.999297,1.74128700208659,1.87074361913162,0.389692306518555
47.199283,1.71506424497351,1.85859767097378,0.39677095413208
47.399383,1.73201807640446,1.84958362047921,0.399044990539551
47.599326,1.74532926082611,1.84165916895349,0.401163578033447
47.799303,1.74743813615999,1.8344858451214,0.407719135284424
47.999278,1.76054568712945,1.82903848842688,0.408365249633789
48.199264,1.77365616423696,1.82512719379014,0.399529457092285
48.399333,1.77369901567192,1.82105642215429,0.386993885040283
48.599309,1.76716990713023,1.81702543303526,0.376760005950928
48.799287,1.79338431941386,1.81555490207005,0.368535041809082
48.999271,1.76481606739408,1.81092202869399,0.367767810821533
49.199258,1.73871361676882,1.80527212869735,0.373066425323486
49.399316,1.73243290248662,1.7997915343729,0.377346515655518
49.599291,1.7586529278932,1.796975272346,0.3778977394104
49.799269,1.78486928149911,1.79660503975674,0.381998538970947
49.999255,1.79768919944763,1.79668754523233,0.383573055267334
50.199241,1.79533196900375,1.79652864750187,0.385178089141846
50.399342,1.78221359740927,1.79528732191801,0.383488178253174
50.599274,1.79136601139969,1.79526533469166,0.384124755859375
50.799319,1.80447931161972,1.79612881712213,0.382948398590088
50.999248,1.81270118190506,1.79734233267187,0.38111400604248
51.199225,1.7995902993774,1.79736874983437,0.378092288970947
51.399327,1.7864716851202,1.79627117042966,0.371855735778809
51.599269,1.78710803099996,1.79573888508793,0.36478328704834
51.799246,1.8002177189329,1.79614131459356,0.359759330749512
51.999223,1.81332549944686,1.79758925928448,0.35214376449585
52.199207,1.82643590183172,1.80004182104662,0.343957901000977
52.39931,1.84651360998151,1.80390950484036,0.334385395050049
52.59925,1.86488844859879,1.80852105175165,0.323386669158936
52.799327,1.85177169968393,1.81168876690667,0.316536903381348
52.999205,1.8614273054891,1.81571503466263,0.310439586639404
53.199201,1.8675023317337,1.81965177531028,0.304740905761719
53.399303,1.87289691708196,1.82385916113898,0.297269821166992
53.599228,1.89907567517095,1.82983795301627,0.290531158447266
53.799214,1.91386400672879,1.83645224184801,0.284077167510986
53.999201,1.92698175887379,1.84350186758819,0.275218486785889
54.199184,1.94009239115551,1.85096172262088,0.268707275390625
54.399286,1.95321077903298,1.85887964029526,0.262837409973145
54.599219,1.96631869489985,1.86724709444523,0.262929439544678
54.799315,1.97943523874678,1.8759378046099,0.267362594604492
54.999184,1.98109354086377,1.88377804900267,0.265206813812256
55.199167,1.94175941765476,1.88786541455084,0.263572692871094
55.399269,1.92567847190024,1.89042951839274,0.265011787414551
55.599202,1.90528005898313,1.89120764172352,0.267086505889893
55.799189,1.88200747555207,1.89043376581877,0.261495590209961
55.999166,1.86889989194182,1.8886821535577,0.25663423538208
56.199153,1.8675023317337,1.88708664303711,0.25102710723877
56.399265,1.8748811935296,1.88633535381849,0.254542350769043
56.599194,1.89102128252192,1.88683617763032,0.260946750640869
56.799174,1.91724334244792,1.88936062164011,0.267718315124512
56.99915,1.94345806098954,1.89401493760427,0.275371074676514
57.199145,1.93240367903754,1.89639336798491,0.278958797454834
57.399247,1.89616765673121,1.89623030036575,0.288022994995117
57.59917,1.86995435092089,1.89403389893601,0.298881053924561
57.799158,1.81997439860537,1.88729051068129,0.312506198883057
57.999145,1.77507321802537,1.87823948491965,0.315308570861816
58.199128,1.74852583995653,1.86839994586132,0.310832500457764
58.399231,1.76164434266851,1.86032467768509,0.311331748962402
58.599163,1.7867218649492,1.85537853200378,0.312309741973877
58.799299,1.82059526862946,1.85328554544755,0.316648960113525
58.999128,1.85660940121992,1.85369395349577,0.324259281158447
59.199104,1.88282995170229,1.85608687038806,0.334584712982178
59.399215,1.86084236142795,1.85585035189285,0.3433518409729
59.599145,1.84233826319592,1.8546388770827,0.351659774780273
59.799133,1.82922792833713,1.85261448408355,0.360867977142334
59.99911,1.8161204431765,1.84974549635483,0.366745471954346
60.199095,1.81514251232147,1.84714129030484,0.362069606781006
60.399195,1.82294019428062,1.84549014466853,0.357478141784668
60.599128,1.83259582519531,1.84450321290526,0.35701322555542
60.799114,1.83259582519531,1.84359066378762,0.368669033050537
60.999093,1.84481323772471,1.84398522049785,0.382736206054688
61.199078,1.83430090142713,1.84287080260232,0.393383502960205
61.39919,1.81868290813822,1.84110110860932,0.40579080581665
61.599113,1.83178970873951,1.84044912362055,0.406853199005127
61.7991,1.85720513126871,1.84231906647189,0.396001815795898
61.999086,1.87546298257152,1.84502609955386,0.383223056793213
62.199062,1.88857131366924,1.84844230949087,0.36294412612915
62.399165,1.90168971782959,1.85258289599049,0.348533153533936
62.599107,1.91479826516244,1.85756708876628,0.344437599182129
62.799085,1.92790689186743,1.86309509932163,0.3426194190979
62.99907,1.94101540323886,1.86913908813047,0.345408916473389
63.199057,1.95412630113574,1.87570470098216,0.339921951293945
63.399158,1.97972188078306,1.88413810175201,0.344057083129883
63.599089,1.98154473633057,1.89132301869215,0.340899467468262
63.799067,1.9684352666053,1.89712906115691,0.344203472137451
63.999053,1.95532709308594,1.90155217105027,0.344346046447754
64.199039,1.94221623254389,1.90429868805023,0.351951122283936
64.399141,1.91266253378943,1.90433965027349,0.337867259979248
64.599073,1.87721209333776,1.90208314759351,0.329139709472656
64.799071,1.85098747616979,1.89808663196784,0.321516036987305
64.999045,1.87532481577292,1.89700326592962,0.31355094909668
65.19902,1.91812951545078,1.89940585954627,0.304251670837402
65.399124,1.96664525898408,1.90482629903302,0.303773403167725
65.599065,2.00597082587622,1.91267761791914,0.299362659454346
65.799043,2.01985299210758,1.92103816569031,0.303226947784424
65.999021,2.02458190917969,1.92887986272036,0.304976463317871
66.199005,2.01651099893129,1.9353838582466,0.297350406646729
66.399115,1.9902731652897,1.93955977294056,0.289961338043213
66.599047,1.97686704093184,1.94204459140916,0.268399238586426
66.799127,1.97222208976746,1.94433355363923,0.258082389831543
66.999013,1.9804611202159,1.9472879524955,0.248161315917969
67.198997,2.00668252265717,1.95188966901789,0.244506359100342
67.3991,2.04581659013531,1.95990161703163,0.24867057800293
67.599033,2.07658920330679,1.96914331653587,0.250376224517822
67.79901,2.09860140571269,1.97911725454097,0.26390266418457
68.198982,2.09887651985732,1.99720887336611,0.291225433349609
68.399084,2.05984622078465,2.00112192169245,0.304636001586914
68.599017,2.00741611693781,2.0011982604171,0.312485694885254
68.799007,1.95496887313354,1.99762326656355,0.309960842132568
68.998982,1.94171192397303,1.99310101458104,0.311260223388672
69.198965,1.93731546401978,1.98887468748903,0.312984943389893
69.399066,1.9416938549836,1.98537073231922,0.317515850067139
69.598999,1.95480175306914,1.98301752206697,0.341830253601074
69.798986,1.96791270021383,1.98220647249885,0.35836935043335
69.998963,1.98102133915976,1.9823299168388,0.387101173400879
70.198956,1.99413100410831,1.98333676122575,0.419034481048584
70.399058,2.00664619948434,1.98512170404201,0.444432258605957
70.598981,1.95421899707918,1.98153011548031,0.449636936187744
70.798968,1.88401571785188,1.97287019086459,0.452644824981689
70.998954,1.81443940264224,1.96038336790357,0.462451457977295
71.198931,1.76258667385071,1.94522441149089,0.468450546264648
71.399033,1.74946754679808,1.93025438259207,0.471652030944824
71.598975,1.74532926082611,1.91630711966864,0.476142406463623
71.798962,1.74995564387659,1.90375378444438,0.481019973754883
71.998939,1.76306242662468,1.89295811555521,0.486179351806641
72.198924,1.77616010674429,1.88449843872485,0.488606929779053
72.399026,1.77118778529715,1.87570291201526,0.496126174926758
72.598958,1.74864915358086,1.86568400634554,0.498211860656738
72.798936,1.70857935316778,1.85358608672587,0.512944221496582
72.998923,1.64304046254152,1.83635500036489,0.52286958694458
73.198909,1.62315630912781,1.82030094489546,0.531398296356201
73.399008,1.6279543737613,1.80578546476474,0.531033992767334
73.598943,1.64060950279236,1.79311831843511,0.524197578430176
73.798926,1.64060950279236,1.78166454671389,0.521579265594482
73.998915,1.64060950279236,1.77101170624759,0.518696784973145
74.198891,1.65035772046329,1.76204848129894,0.508408546447754
74.39895,1.67659036616052,1.75549989009622,0.498241424560547
74.598935,1.70281170273227,1.75210411852789,0.484276294708252
74.798912,1.7290284324806,1.75080997822751,0.468527793884277
74.998891,1.74532926082611,1.75039162082179,0.451859951019287
75.198875,1.74409794057361,1.74987886077365,0.45209789276123
75.398942,1.71786574496534,1.74690381156559,0.460546493530273
75.598918,1.70103359183453,1.74320460234132,0.449251651763916
75.798896,1.70810545596467,1.74088488253819,0.435410022735596
75.998882,1.74882864317329,1.74157651367754,0.414767742156982
76.198866,1.81438559673931,1.74843471290918,0.388220310211182
76.398969,1.88945580059696,1.7604496258176,0.356446743011475
76.5989,1.94757664260869,1.77490466642182,0.324439525604248
76.798877,1.9706475272626,1.7898510893262,0.303618907928467
76.998866,1.94443029466052,1.80094738225496,0.287274360656738
77.198848,1.90865802920272,1.80838818567036,0.278079986572266
77.398951,1.89017355006296,1.81475063913437,0.280804634094238
77.598885,1.90153643278954,1.82139797859298,0.275216579437256
77.79887,1.88842561676284,1.82619402125157,0.271551132202148
77.998858,1.89459422322235,1.83159951767617,0.253395557403564
78.198833,1.90770260630778,1.83752614169981,0.232838153839111
78.398938,1.92178131397181,1.84404788281624,0.217735767364502
78.598878,1.94799705465923,1.8523967398957,0.201399326324463
78.798882,1.99364241513956,1.86398824718162,0.19179630279541
78.998834,2.02995273085558,1.87672693272145,0.176092624664307
79.198819,2.04203534126282,1.8894000233664,0.173176288604736
79.398929,2.04203534126282,1.90090873882887,0.18085241317749
79.598864,2.06165363279171,1.91349857866592,0.185848236083984
79.798839,2.08787180104608,1.92700256608252,0.184957504272461
79.998827,2.1118483543396,1.94114884999633,0.181100368499756
80.198813,2.1118483543396,1.95400917266752,0.179557800292969
80.398913,2.10195199191862,1.96493284620196,0.181565761566162
80.598836,2.08884536422514,1.97422952992405,0.179999351501465
80.798982,2.0769419670105,1.98212008553171,0.178611755371094
80.998809,2.0769419670105,1.98927813060652,0.177328109741211
81.198785,2.09688527105229,1.99788592476464,0.17758846282959
81.398887,2.1118483543396,2.00656621469571,0.173377990722656
81.598827,2.10797204178543,2.01425815532224,0.17280101776123
81.798812,2.06863953551189,2.01768038228456,0.184176445007324
81.998791,2.03937340995982,2.01882835562183,0.197707176208496
82.198776,1.99601431680866,2.01641217839471,0.211958885192871
82.398885,1.93317604390833,2.00992236791988,0.222350120544434
82.598812,1.8938553880134,2.00048109944197,0.229898452758789
82.798888,1.88495564460754,1.99175980880289,0.230871677398682
82.998787,1.87915425915205,1.98305680896397,0.23490571975708
83.19876,1.8675023317337,1.97419549044008,0.241765975952148
83.39886,1.8675023317337,1.96612004419602,0.249135971069336
83.598794,1.84704618634167,1.95664231249665,0.255925178527832
83.798781,1.83848040881021,1.94779335248886,0.263147354125977
83.998759,1.85774238555346,1.94106379612198,0.268004417419434
84.198743,1.92329629457999,1.94077974839081,0.277547836303711
84.398854,1.92699993647141,1.9394863155719,0.282147407531738
84.598786,1.92583214225972,1.93858834149495,0.289999485015869
84.798763,1.93406219197791,1.93816521002324,0.299590110778809
84.99875,1.90784580337993,1.93545488761526,0.314295768737793
85.198735,1.86084173972861,1.92880953633961,0.328059196472168
85.398839,1.83259582519531,1.92148356147093,0.335629463195801
85.598771,1.83430698046179,1.91483614638399,0.338567733764648
85.798747,1.84741770787825,1.90992370596221,0.337580680847168
85.998735,1.87100350740476,1.90749835717145,0.332148551940918
86.198719,1.88495564460754,1.90578144359862,0.325113773345947
86.398819,1.89035203533502,1.90472106223794,0.322964668273926
86.598754,1.92967441233403,1.90719405340841,0.329870700836182
86.79874,1.94787919397074,1.91052429389272,0.334753513336182
86.998719,1.94854922961365,1.9132712114047,0.338418006896973
87.198702,1.93544077287003,1.91492943438395,0.339720726013184
87.398803,1.92232258942638,1.91530423476084,0.342279434204102
87.598737,1.91986227035522,1.91564833806443,0.344616413116455
87.798722,1.9072542415328,1.91470848334396,0.347001075744629
87.9987,1.88103891731171,1.91203374110654,0.349992275238037
88.198692,1.85481656442775,1.90732679594931,0.35398530960083
88.398797,1.82857833956178,1.90085904516781,0.352848052978516
88.59872,1.80875341870319,1.89370339721275,0.348369121551514
88.798706,1.79564299372466,1.88613867251311,0.340187072753906
88.998693,1.78253470543202,1.8781017745909,0.333306312561035
89.198669,1.80185752462678,1.87288167650526,0.323704242706299
89.398771,1.82809430354861,1.86978003575038,0.318253517150879
89.598714,1.84791826196081,1.86805305051626,0.306777000427246
89.798701,1.83480676411552,1.86535685290436,0.29410982131958
89.998677,1.82169918760015,1.86179643692794,0.287055015563965
90.198654,1.80859022619919,1.85759218222462,0.283961772918701
90.398763,1.79547074854618,1.85277341028056,0.281783103942871
90.598696,1.78236334158733,1.8472593684899,0.28199577331543
90.798695,1.78023588657379,1.84220473408452,0.28108024597168
90.998662,1.78023588657379,1.83749182039996,0.277079582214355
91.198647,1.78023588657379,1.83310157431136,0.272065162658691
91.398948,1.78023588657379,1.82907251681461,0.267846584320068
91.598681,1.79130271059894,1.82650016745976,0.261838436126709
91.798667,1.82458128491392,1.82699724631368,0.25805139541626
91.998654,1.86274510704819,1.82962763766214,0.255931377410889
92.19863,1.83652464611138,1.82985364979537,0.258613109588623
92.398732,1.79913208689303,1.82671503236217,0.258691310882568
92.598663,1.79385348805564,1.82454215759688,0.261137962341309
92.79881,1.82257122342512,1.82456357832696,0.26402473449707
92.998638,1.86186252017271,1.82783139733173,0.271457672119141
93.198614,1.8675023317337,1.83082242915613,0.281400680541992
93.398715,1.85371086373983,1.8322346760725,0.293030261993408
93.598657,1.83514635482257,1.83251741091828,0.301633834838867
93.798634,1.84825709855109,1.83385385069208,0.299566745758057
93.998622,1.83873266242734,1.83394309661823,0.283174991607666
94.198597,1.83956750499767,1.83453786270508,0.272125720977783
94.398708,1.85004901885986,1.83572788235409,0.274694442749023
94.598639,1.85004901885986,1.8368199583722,0.284422874450684
94.798807,1.86146395475066,1.8389594634928,0.29176139831543
94.998604,1.85338485651785,1.83971580005209,0.299521446228027
95.198589,1.83802431306723,1.83971291944561,0.309864521026611
95.398691,1.86426099922122,1.84183441746272,0.321084976196289
95.598623,1.87898903231419,1.84491664370145,0.328266620635986
95.79861,1.88495564460754,1.8479599216251,0.336416721343994
95.998596,1.88495564460754,1.85079484144619,0.338676452636719
96.198573,1.88495564460754,1.85340229233985,0.333810329437256
96.398674,1.90810399646469,1.85809423542413,0.336704730987549
96.598616,1.92709137317992,1.86350823629029,0.340818405151367
