1,00000000	0,00000000
0,99901336	0,00017914
0,99605735	0,00071450
0,99114363	0,00159989
0,98429158	0,00282521
0,97552826	0,00437670
0,96488824	0,00623731
0,95241353	0,00838710
0,93815334	0,01080371
0,92216396	0,01346284
0,90450850	0,01633868
0,88525662	0,01940434
0,86448431	0,02263215
0,84227355	0,02599400
0,81871199	0,02946144
0,79389263	0,03300581
0,76791340	0,03659824
0,74087684	0,04020954
0,71288965	0,04381012
0,68406228	0,04736982
0,65450850	0,05085773
0,62434494	0,05424209
0,59369066	0,05749020
0,56266662	0,06056843
0,53139526	0,06344233
0,50000000	0,06607688
0,46860474	0,06843679
0,43733338	0,07048703
0,40630934	0,07219340
0,37565506	0,07352320
0,34549150	0,07444596
0,31593772	0,07493423
0,28711035	0,07496435
0,25912316	0,07451712
0,23208660	0,07357845
0,20610737	0,07213982
0,18128801	0,07019858
0,15772645	0,06775810
0,13551569	0,06482763
0,11474338	0,06142199
0,09549150	0,05756104
0,07783604	0,05326892
0,06184666	0,04857316
0,04758647	0,04350356
0,03511176	0,03809109
0,02447174	0,03236664
0,01570842	0,02635988
0,00885637	0,02009811
0,00394265	0,01360521
0,00098664	0,00690090
0,00000000	0,00000000
0,00098664	-0,00690090
0,00394265	-0,01360521
0,00885637	-0,02009811
0,01570842	-0,02635988
0,02447174	-0,03236664
0,03511176	-0,03809109
0,04758647	-0,04350356
0,06184666	-0,04857316
0,07783604	-0,05326892
0,09549150	-0,05756104
0,11474338	-0,06142199
0,13551569	-0,06482763
0,15772645	-0,06775810
0,18128801	-0,07019858
0,20610737	-0,07213982
0,23208660	-0,07357845
0,25912316	-0,07451712
0,28711035	-0,07496435
0,31593772	-0,07493423
0,34549150	-0,07444596
0,37565506	-0,07352320
0,40630934	-0,07219340
0,43733338	-0,07048703
0,46860474	-0,06843679
0,50000000	-0,06607688
0,53139526	-0,06344233
0,56266662	-0,06056843
0,59369066	-0,05749020
0,62434494	-0,05424209
0,65450850	-0,05085773
0,68406228	-0,04736982
0,71288965	-0,04381012
0,74087684	-0,04020954
0,76791340	-0,03659824
0,79389263	-0,03300581
0,81871199	-0,02946144
0,84227355	-0,02599400
0,86448431	-0,02263215
0,88525662	-0,01940434
0,90450850	-0,01633868
0,92216396	-0,01346284
0,93815334	-0,01080371
0,95241353	-0,00838710
0,96488824	-0,00623731
0,97552826	-0,00437670
0,98429158	-0,00282521
0,99114363	-0,00159989
0,99605735	-0,00071450
0,99901336	-0,00017914
1,00000000	0,00000000
